('asp-4', 'C35E7.11')
('T08B2.4', 'F27D9.2')
('F02E9.7', 'R11D1.13')
('K12H4.2', 'T14E8.4')
('gro-1', 'F10D7.1')
('ZK1067.2', 'C50F2.1')
('btb-4', 'F41C3.7')
('C25H3.3', 'C32H11.5')
('crn-3', 'B0302.5')
('btf-1', 'col-131')
('madf-10', 'ZK757.2')
('nhr-217', 'unc-4')
('syp-2', 'rgr-1')
('mog-3', 'F07A11.1')
('dnj-21', 'C55B7.3')
('cash-1', 'sup-37')
('Y97E10AR.6', 'glb-28')
('dars-2', 'C26B2.8')
('ceh-39', 'F35A5.1')
('F02E9.1', 'ccpp-6')
('Y102A5C.36', 'F10G8.8')
('M04F3.2', 'C09F12.2')
('Y41D4B.4', 'Y105C5A.15')
('C14C11.7', 'prx-19')
('acl-2', 'C07B5.8')
('T20D4.19', 'hpo-34')
('ppfr-4', 'C34C6.3')
('rpn-13', 'paf-1')
('Y105E8B.7', 'nhr-117')
('srsx-8', 'T23F2.4')
('F41E7.2', 'sgca-1')
('wht-7', 'F54E2.2')
('B0511.19', 'F28B4.1')
('cisd-3.2', 'Y6B3B.4')
('ttyh-1', 'gcy-17')
('mpc-2', 'oac-59')
('F58B3.6', 'C18B2.4')
('his-17', 'T09B4.3')
('exos-4.2', 'K07E8.7')
('M4.1', 'F27D4.1')
('C42C1.13', 'che-14')
('Y94H6A.7', 'T23F1.5')
('K05F6.4', 'tag-120')
('T04F8.2', 'fbxb-47')
('emc-2', 'C18D11.1')
('wrt-10', 'R07B1.13')
('dhs-24', 'ZK829.3')
('T21E8.6', 'Y48G10A.3')
('pdi-1', 'F20D6.10')
('T05G5.4', 'C29G2.3')
('dsb-1', 'sqst-1')
('snx-1', 'flp-28')
('F48E8.4', 'F07F6.2')
('B0454.9', 'R07E3.7')
('C17E4.20', 'mppb-1')
('unc-78', 'C04E6.12')
('sms-2', 'ccpp-1')
('C55B6.1', 'szy-2')
('set-30', 'crml-1')
('C01B10.8', 'ercc-1')
('pfd-6', 'Y45F10D.4')
('F48A11.4', 'nhr-32')
('spin-4', 'C26B9.5')
('C27A12.6', 'C50F2.4')
('nrps-1', 'mtm-9')
('C31E10.5', 'tomm-7')
('rpc-2', 'F07H5.7')
('gpx-5', 'pqn-26')
('F19G12.2', 'B0379.1')
('ebp-1', 'T01E8.8')
('D1081.9', 'Y39G8B.9')
('Y43F8B.7', 'rps-15')
('ptr-1', 'chw-1')
('C28C12.1', 'B0222.15')
('lin-46', 'fig-1')
('figl-1', 'stg-2')
('sfxn-1.4', 'Y51F10.7')
('ife-5', 'K07D4.4')
('C30G12.6', 'R08E3.1')
('mrps-12', 'M03A1.3')
('pam-1', 'T22D1.3')
('Y116F11A.3', 'mboa-1')
('K07A1.13', 'F33G12.7')
('dhcr-7', 'kin-20')
('ZC190.10', 'gly-13')
('ZK897.10', 'zig-3')
('Y48G8AL.13', 'cysl-3')
('hex-1', 'lips-15')
('Y50D4C.3', 'cutl-27')
('mrps-15', 'anat-1')
('Y66D12A.9', 'T03G11.9')
('Y51H7C.12', 'K10B2.4')
('rha-2', 'cytb-5.1')
('tbc-2', 'prkl-1')
('hrde-1', 'Y39A3B.1')
('mob-3', 'rpl-6')
('Y116A8C.13', 'F20A1.1')
('Y54E5B.2', 'F10G2.1')
('fbxb-2', 'snx-14')
('dars-1', 'Y39B6A.1')
('clh-5', 'F36F2.1')
('F41C3.6', 'cld-9')
('Y62F5A.12', 'W03B1.3')
('dhrs-4', 'K12D12.5')
('C44B12.3', 'T19C4.5')
('C43E11.12', 'Y92H12BL.5')
('acdh-4', 'T23B3.1')
('K08F8.5', 'srt-19')
('F32B6.3', 'F39D8.3')
('btb-13', 'C06H2.7')
('tsp-2', 'C18H7.12')
('F13H8.8', 'sru-26')
('T22C1.5', 'fbxa-69')
('npp-14', 'F49H12.2')
('dhs-11', 'vha-18')
('F31B12.4', 'srw-94')
('R01H10.4', 'rsef-1')
('M01A10.1', 'F12E12.11')
('hch-1', 'srw-11')
('nuo-2', 'E03G2.1')
('R09A8.2', 'M04D8.5')
('C15B12.1', 'D1081.4')
('mans-1', 'F56C3.8')
('fbxa-92', 'fbxc-31')
('madf-6', 'C33H5.2')
('nep-15', 'K02D10.4')
('Y48A5A.1', 'lite-1')
('cars-1', 'W03G9.2')
('F31A3.5', 'hgrs-1')
('W04D2.6', 'spp-8')
('vps-60', 'C35D6.13')
('C36B1.9', 'cut-5')
('nhr-148', 'twk-9')
('F52F12.5', 'srd-64')
('ccz-1', 'T21D12.12')
('F43G9.4', 'srt-44')
('mrps-9', 'str-178')
('C24H12.4', 'T10B11.5')
('mans-3', 'nhr-70')
('rpn-2', 'irld-23')
('C23G10.7', 'H12D21.11')
('unc-50', 'nas-23')
('sulp-3', 'C25E10.4')
('W05H12.4', 'ugt-39')
('sdz-15', 'F32B4.8')
('fbxb-81', 'acd-4')
('F39H11.1', 'lec-10')
('H24K24.4', 'W09C3.3')
('nnt-1', 'flp-2')
('F09C8.2', 'F38B6.7')
('crn-5', 'C16C8.4')
('Y47H10A.2', 'bre-3')
('tag-325', 'mec-17')
('mrps-21', 'fbxa-6')
('ymel-1', 'F58A6.2')
('F20H11.1', 'Y48G1BR.1')
('R144.13', 'F11F1.5')
('C34C6.10', 'mdh-1')
('F13B9.1', 'lst-1')
('strd-1', 'Y102E9.3')
('C06G3.8', 'gpx-6')
('lgc-1', 'cal-3')
('cyp-31A3', 'srsx-25')
('C07D8.5', 'mod-1')
('attf-3', 'LLC1.2')
('T08D2.6', 'T21C9.6')
('chin-1', 'R03H10.6')
('ZC449.7', 'seb-2')
('ZC21.8', 'flp-18')
('crls-1', 'Y116A8C.29')
('D1086.3', 'C52G5.2')
('clp-3', 'tpk-1')
('lpd-6', 'sru-27')
('C01G10.5', 'K12B6.2')
('pmr-1', 'srg-15')
('mes-1', 'Y41C4A.7')
('M18.3', 'F54E2.1')
('pfkb-1.1', 'Y87G2A.2')
('F53H2.1', 'F07B10.4')
('C46F11.4', 'C47D12.5')
('nfya-2', 'M110.8')
('F32B4.4', 'C06E4.3')
('fbxa-3', 'his-58')
('mtcu-1', 'F40A3.2')
('T25E12.6', 'W04G3.5')
('chd-7', 'catp-8')
('rpn-10', 'F01D5.10')
('cyn-6', 'Y45G12C.1')
('F54C8.6', 'sym-3')
('Y47G6A.22', 'C17E4.4')
('F07B7.12', 'pah-1')
('fbxb-32', 'C54D10.5')
('kxd-1', 'exc-7')
('bath-3', 'B0252.1')
('C17E4.11', 'Y54E10A.12')
('cyn-16', 'K12C11.1')
('rnh-1.0', 'pqn-42')
('Y116A8C.10', 'ZK381.62')
('C44B7.2', 'sri-21')
('F58F12.1', 'srz-12')
('C48B6.9', 'sri-5')
('F18A12.2', 'lgc-34')
('fog-1', 'mig-18')
('col-149', 'clec-78')
('nas-38', 'F54D5.4')
('efn-2', 'mml-1')
('fkb-1', 'pbs-4')
('F14E5.1', 'kdin-1')
('fars-3', 'C01A2.2')
('T26A5.2', 'daf-37')
('T05B11.1', 'col-166')
('gcn-2', 'F59C6.14')
('let-363', 'F01D5.1')
('sqv-5', 'cutl-10')
('grp-1', 'cpl-1')
('pbs-1', 'apy-1')
('gpd-1', 'F09E10.7')
('noah-1', 'clec-17')
('rpn-1', 'adt-2')
('mafr-1', 'dep-1')
('lec-12', 'suca-1')
('dap-3', 'C49A1.10')
('Y41D4B.6', 'pqn-41')
('K01A11.2', 'C50D2.1')
('mett-10', 'C25D7.5')
('rab-1', 'ifa-4')
('ptr-24', 'C25H3.12')
('mrps-31', 'tag-232')
('golg-4', 'C55A1.6')
('R12E2.11', 'T28B4.1')
('W03C9.5', 'tag-96')
('mrps-22', 'Y15E3A.3')
('trpp-4', 'che-10')
('C11D2.4', 'C30A5.4')
('his-25', 'ZC434.10')
('Y110A2AR.1', 'eif-1')
('tag-179', 'F17H10.2')
('Y73B3A.1', 'F53C3.6')
('fncm-1', 'C54D2.1')
('smf-1', 'skpo-2')
('T01G5.8', 'rmd-2')
('Y56A3A.28', 'F48F7.6')
('brf-1', 'K04C2.7')
('ZK402.3', 'F09B9.4')
('ceh-86', 'srh-72')
('Y73C8B.2', 'har-1')
('B0564.2', 'bbs-9')
('T27F6.6', 'F28F9.3')
('F43E2.1', 'C46G7.2')
('C48D5.3', 'plx-2')
('Y41C4A.11', 'gfi-1')
('set-25', 'B0228.7')
('K02E7.7', 'pqn-8')
('R10E4.11', 'srh-125')
('R12E2.13', 'R05G9R.1')
('T23B5.4', 'Y22D7AL.9')
('csn-3', 'tsp-17')
('W01F3.2', 'drag-1')
('T09A5.15', 'B0303.4')
('lep-2', 'nep-21')
('haf-1', 'unc-77')
('K11H12.8', 'lin-59')
('F53F8.6', 'F59B10.2')
('Y40B1A.3', '2RSSE.1')
('chil-10', 'agmo-1')
('mcrs-1', 'F40E10.6')
('T24D1.2', 'Y9C2UA.1')
('Y37D8A.21', 'C45G7.13')
('T28F4.4', 'srh-60')
('abce-1', 'nlp-52')
('stc-1', 'lron-2')
('odd-2', 'jamp-1')
('E02H1.5', 'obr-3')
('C05D9.7', 'fbxb-5')
('inx-22', 'C37A5.7')
('dus-2', 'T22F7.1')
('C05C8.2', 'C01B10.11')
('nhr-87', 'R05F9.6')
('atp-6', 'got-1.2')
('M01B2.10', 'R09H10.5')
('F37C12.3', 'ced-1')
('R02D5.8', 'C51E3.6')
('C14B9.10', 'nas-8')
('Y9D1A.2', 'cor-1')
('T04A8.7', 'F23H11.7')
('srt-63', 'sdc-1')
('Y42H9AR.1', 'let-381')
('Y55F3AM.5', 'max-2')
('ZC116.3', 'gldc-1')
('R07B7.8', 'C17E4.6')
('mff-2', 'ensh-1')
('C29A12.1', 'arl-8')
('Y48E1C.1', 'dmsr-5')
('tat-5', 'R31.2')
('immp-1', 'C07A9.13')
('E04F6.6', 'F59B2.9')
('T05E11.2', 'srx-129')
('W02H5.8', 'C54F6.5')
('ina-1', 'abcx-1')
('F26G1.1', 'fkb-8')
('mdt-17', 'nhr-185')
('F32H2.10', 'F46H6.5')
('Y54G11A.17', 'T01C8.2')
('mig-38', 'tbh-1')
('immt-1', 'srb-17')
('F57B10.5', 'pho-13')
('glo-1', 'srsx-6')
('C06H2.2', 'Y67D8C.22')
('Y43B11AR.3', 'F40F8.4')
('snt-2', 'Y54F10BM.3')
('rsks-1', 'cpna-4')
('emc-3', 'gba-4')
('F01G4.4', 'F49C5.9')
('Y51H1A.3', 'C07A12.2')
('Y7A5A.2', 'T04C12.8')
('srm-1', 'sulp-4')
('T25B2.4', 'srz-32')
('C50F7.6', 'K01A6.7')
('hil-5', 'Y69H2.3')
('F49B2.3', 'nos-1')
('snf-7', 'Y51B9A.9')
('dhhc-4', 'C10A4.6')
('Y82E9BR.6', 'ZK909.3')
('fbxb-20', 'D1022.9')
('ZK973.1', 'vpr-1')
('gop-1', 'F09E10.6')
('mbtr-1', 'fbxa-179')
('asd-1', 'nhr-112')
('lgc-25', 'F41H10.5')
('Y71F9B.6', 'srh-105')
('dcap-2', 'B0244.16')
('R186.8', 'C05C9.3')
('nrf-6', 'F49F1.18')
('tyr-4', 'nkb-2')
('ndx-9', 'Y54E10A.17')
('ZK1055.5', 'F57C12.6')
('Y49E10.21', 'flp-12')
('lim-6', 'erp-44.3')
('Y82E9BR.19', 'F42A6.5')
('T21E8.5', 'fshr-1')
('col-132', 'nstp-8')
('ufd-1', 'nhr-9')
('Y71H2AM.9', 'T01G6.10')
('mrpl-9', 'grd-6')
('acer-1', 'T26H8.4')
('slc-25A21', 'aqp-1')
('C34B7.1', 'phy-4')
('T24C4.2', 'C54D2.2')
('raga-1', 'C31B8.16')
('ksr-2', 'C05C12.5')
('vps-24', 'F11E6.3')
('cup-4', 'ferl-1')
('parp-2', 'K07A12.5')
('R119.3', 'srt-54')
('Y51F10.2', 'fat-2')
('R02D3.8', 'Y18H1A.8')
('rpl-25.1', 'pes-9')
('Y41D4B.26', 'sri-20')
('srh-240', 'Y16B4A.2')
('ZC376.1', 'srh-20')
('ZK1248.13', 'K09D9.1')
('srt-39', 'T04C10.3')
('ucr-1', 'pqn-13')
('mrpl-38', 'catp-1')
('atp-2', 'cutl-12')
('lpd-9', 'hrg-5')
('eif-3.K', 'C39E9.8')
('ech-2', 'fbxb-59')
('Y76B12C.6', 'sre-31')
('D2013.6', 'lbp-6')
('F44E2.4', 'W01D2.6')
('Y71F9B.2', 'ugt-52')
('syd-2', 'tmem-135')
('pro-1', 'C05D10.4')
('sphk-1', 'ptps-1')
('ifc-2', 'srh-24')
('dnj-7', 'Y58A7A.1')
('thn-1', 'C36B7.1')
('lbp-4', 'sri-62')
('hda-5', 'F10G7.12')
('gpa-16', 'H25P19.1')
('nlp-34', 'oac-57')
('Y42A5A.5', 'F54F7.8')
('ugt-23', 'Y54G2A.76')
('T04C4.1', 'F14B6.4')
('C33H5.13', 'clec-4')
('C39D10.3', 'ubr-1')
('set-29', 'srx-38')
('aman-2', 'gstk-1')
('W05H9.4', 'C36B7.4')
('imp-3', 'ceh-28')
('C48B6.3', 'M04G7.1')
('F08D12.3', 'C38C3.4')
('ZK546.14', 'gcsh-1')
('his-73', 'gipc-2')
('cup-14', 'ZC581.10')
('Y71G12B.10', 'pde-2')
('sodh-2', 'F22B3.8')
('sdz-11', 'sun-1')
('F59A3.2', 'cpna-2')
('C31C9.2', 'C49F5.8')
('let-2', 'C17F3.1')
('M163.1', 'deg-3')
('M03C11.6', 'pifk-1')
('ldb-1', 'srj-6')
('impt-1', 'C36C5.4')
('smgl-1', 'T22F7.5')
('eif-6', 'srz-59')
('lat-2', 'sdn-1')
('era-1', 'dhs-6')
('F43C11.6', 'Y53F4B.1')
('ZC8.6', 'dhs-21')
('ZK973.8', 'srz-56')
('sop-2', 'spp-16')
('Y39B6A.42', 'npr-14')
('ggtb-1', 'grl-8')
('T24A6.1', 'str-240')
('rab-14', 'him-4')
('apg-1', 'B0304.4')
('F53G12.8', 'rps-10')
('unc-130', 'bed-3')
('eif-2alpha', 'C15H9.3')
('F13H8.9', 'nhr-101')
('T02G5.7', 'F48F5.6')
('snrp-27', 'elt-3')
('F08F3.1', 'C15C8.8')
('cfim-2', 'acy-4')
('F35D11.4', 'rpl-36')
('K01D12.6', 'F55C5.10')
('Y82E9BR.2', 'nspb-11')
('fem-3', 'T28D9.4')
('josd-1', 'nspb-10')
('F36A2.10', 'pyk-1')
('qdpr-1', 'T05F1.9')
('mut-2', 'dpf-6')
('syp-1', 'dhc-3')
('T01C3.2', 'tph-1')
('toca-2', 'F49E10.4')
('rsp-5', 'acy-3')
('mrpl-10', 'elf-1')
('lpd-5', 'sre-2')
('skat-1', 'Y32H12A.1')
('BE10.4', 'F43G6.5')
('rde-8', 'fbxa-219')
('ilys-1', 'ins-36')
('sftb-1', 'rpoa-2')
('F22E12.1', 'sdz-18')
('ZK632.4', 'alh-13')
('Y55F3C.9', 'pbs-5')
('Y49F6C.2', 'C26D10.3')
('denn-4', 'swt-2')
('nape-1', 'Y53G8AL.4')
('elks-1', 'T19A5.3')
('crn-2', 'cyp-37A1')
('F21F3.6', 'F57B1.6')
('arrd-2', 'msi-1')
('Y54F10AM.5', 'fbxa-65')
('nra-4', 'ttr-31')
('bed-1', 'tag-266')
('str-245', 'Y49E10.4')
('unc-51', 'T05C12.15')
('mrpl-16', 'cal-1')
('C01G10.15', 'T11F9.12')
('kin-34', 'hrg-1')
('pik-1', 'K04F10.1')
('sre-18', 'ZK1055.6')
('nhr-94', 'F11F1.1')
('hmit-1.3', 'C15C6.1')
('F33D11.10', 'R03D7.2')
('Y20C6A.1', 'F42A10.9')
('rpb-8', 'T13H5.1')
('K01D12.15', 'ZK180.6')
('col-180', 'C09H10.9')
('C04A2.15', 'B0205.13')
('mrpl-15', 'srh-211')
('W03F9.1', 'F56C9.7')
('amt-4', 'srh-145')
('Y66H1A.8', 'T03G6.3')
('asp-9', 'T03F7.7')
('mma-1', 'unc-46')
('fbxa-184', 'Y57G7A.11')
('C33A12.1', 'lpr-6')
('fln-1', 'sprr-3')
('K12H4.5', 'srsx-27')
('twk-43', 'Y54G2A.7')
('gei-6', 'ugt-26')
('sru-48', 'piit-1')
('ZC395.5', 'zoo-1')
('ZK1320.9', 'mec-5')
('clic-1', 'ifta-1')
('Y75B8A.10', 'C43E11.5')
('ubxn-3', 'F10C1.8')
('cbs-1', 'T22B7.7')
('K02D10.1', 'C24H10.1')
('Y92H12BM.1', 'Y47G6A.7')
('BE0003N10.6', 'ugt-48')
('Y48G1BL.7', 'bli-4')
('soap-1', 'lys-1')
('abl-1', 'W01C9.1')
('nhr-114', 'dyc-1')
('psmd-9', 'C12D5.4')
('stl-1', 'rgs-5')
('F44E2.9', 'tag-304')
('F25G6.1', 'efhc-1')
('W06D11.1', 'F45D3.3')
('Y116F11A.1', 'C32D5.12')
('drd-1', 'fbxa-156')
('Y48G1BM.7', 'F43G6.4')
('F43H9.4', 'aat-1')
('T04H1.2', 'unc-45')
('ZK1073.1', 'dve-1')
('R07E4.5', 'col-172')
('atln-1', 'T28F3.5')
('Y54G2A.19', 'B0546.4')
('F33G12.3', 'dbn-1')
('ceh-21', 'T01D1.3')
('H28G03.1', 'acr-11')
('hoe-1', 'Y39F10B.1')
('fce-2', 'F29A7.8')
('H31G24.1', 'Y54F10AM.8')
('clec-214', 'R07B7.2')
('clec-113', 'C50B8.6')
('T08B6.5', 'mccc-1')
('supr-1', 'fbxa-150')
('F19C6.2', 'ZK742.6')
('mrpl-53', 'T05F1.11')
('rpn-12', 'fbxa-64')
('B0391.14', 'cgh-1')
('Y73B6BL.289', 'F42G8.10')
('aakb-2', 'Y43E12A.2')
('C50D2.9', 'M110.10')
('C14A4.3', 'mrpl-22')
('sdf-9', 'Y18H1A.11')
('K08E4.6', 'unc-25')
('Y38F2AR.9', 'akap-1')
('Y57G11C.8', 'F49E2.2')
('Y39E4B.5', 'T19D2.3')
('C28H8.8', 'F55B11.4')
('F18A1.7', 'spds-1')
('tgt-1', 'F41E6.7')
('ZK632.10', 'itr-1')
('exos-3', 'phb-1')
('haf-2', 'eif-2A')
('mrpl-45', 'cct-1')
('Y48C3A.20', 'C05E11.7')
('nhr-274', 'tom-1')
('acc-2', 'nhr-17')
('F09E5.10', 'C47E8.9')
('gst-42', 'T04F3.4')
('let-23', 'sdz-27')
('T01G9.2', 'mtm-6')
('C12D12.3', 'egl-6')
('ule-2', 'F53C3.5')
('T05C12.4', 'Y57G11C.39')
('Y71H2AM.1', 'C17F4.2')
('ima-1', 'rab-6.1')
('Y57A10A.29', 'F52E4.5')
('parn-2', 'madf-2')
('uba-5', 'hip-1')
('col-96', 'coq-1')
('Y19D2B.2', 'hpo-28')
('skr-9', 'moc-2')
('ZC376.8', 'dct-1')
('let-611', 'C13C4.7')
('F40D4.17', 'fpn-1.1')
('cdc-48.2', 'mlt-2')
('srh-92', 'glr-6')
('rme-4', 'clec-50')
('dagl-2', 'W02D9.2')
('set-27', 'VF13D12L.3')
('rpb-10', 'W01D2.1')
('ZC116.1', 'C24H10.2')
('C44C10.11', 'B0303.14')
('eif-3.H', 'sft-4')
('K07A12.4', 'cex-1')
('ssq-1', 'adm-4')
('cup-5', 'ZC374.2')
('ZK1240.3', 'lgc-11')
('smi-1', 'pdhk-2')
('pqbp-1.1', 'W08A12.2')
('T10F2.5', 'mam-1')
('T02H6.9', 'phb-2')
('nhr-172', 'R151.1')
('T26E4.9', 'hst-3.1')
('Y54G2A.12', 'lron-15')
('pod-2', 'nlp-17')
('rol-3', 'F32B5.2')
('msp-78', 'elp-1')
('tbck-1', 'mlcd-1')
('R07H5.11', 'F32A7.4')
('F46B6.6', 'C32E12.4')
('math-34', 'zyg-11')
('mrpl-24', 'srh-279')
('ags-3', 'T20G5.8')
('C04F12.1', 'T14G8.4')
('lyst-1', 'scav-1')
('F44E7.9', 'R02D5.3')
('sdz-16', 'fbxa-152')
('agt-1', 'C26C6.4')
('T25D1.1', 'bgnt-1.2')
('W09B6.4', 'F13E9.8')
('T04D3.1', 'srh-193')
('snpn-1', 'drn-1')
('enu-3.4', 'sru-7')
('F22F7.8', 'B0462.4')
('bmy-1', 'plk-2')
('fbxa-136', 'M70.3')
('ceh-53', 'clec-160')
('W09D10.4', 'Y52B11C.1')
('F35G2.3', 'srx-116')
('dlc-4', 'C29F3.7')
('C36E8.4', 'fbxa-91')
('gst-24', 'T19D12.4')
('tlf-1', 'T25B9.12')
('T12G3.4', 'Y47D3A.32')
('F35G2.1', 'crn-4')
('glt-6', 'str-37')
('marb-1', 'eak-6')
('mrpl-36', 'clec-43')
('T13A10.64', 'C16B8.2')
('vps-41', 'srb-15')
('F54H12.5', 'C46E1.3')
('T02H6.5', 'basl-1')
('Y59A8B.24', 'ZK1193.2')
('alh-8', 'ins-15')
('C49C3.6', 'B0205.14')
('plk-3', 'erp-44.1')
('F26A1.6', 'ceh-6')
('dhs-30', 'mlc-6')
('mpst-2', 'ugt-34')
('C48D1.5', 'gst-26')
('ZK430.7', 'comt-5')
('best-24', 'F49E12.7')
('ZK616.2', 'nhr-147')
('nra-1', 'W06A7.2')
('his-40', 'hex-2')
('col-72', 'C16A11.4')
('F33A8.6', 'sra-13')
('atg-13', 'grl-9')
('gsr-1', 'C32B5.13')
('gadr-4', 'R01H2.4')
('Y71G12A.4', 'glr-3')
('lem-2', 'Y116F11B.2')
('mop-25.1', 'R74.10')
('K10G6.9', 'col-154')
('T15D6.12', 'K09E2.2')
('R07H5.9', 'str-252')
('F15E6.4', 'ZC404.2')
('B0336.12', 'C13C4.4')
('R09A8.9', 'fbxa-169')
('T27F6.1', 'F46C3.7')
('Y39B6A.10', 'F16B4.6')
('kin-18', 'sru-23')
('btb-10', 'srx-125')
('cogc-1', 'C09G12.5')
('ugt-58', 'R193.2')
('F21A3.11', 'anc-1')
('pfs-2', 'atx-2')
('C37A2.6', 'R10H1.1')
('ZK1058.9', 'scrm-3')
('abcf-3', 'W07G4.8')
('F49E8.2', 'F20G2.5')
('nhr-25', 'W06G6.15')
('Y17G7B.10', 'ZK1098.9')
('col-85', 'ZC416.6')
('fbxb-40', 'R07B7.10')
('bar-1', 'dop-1')
('C03A3.1', 'C14A4.12')
('C24H12.8', 'unc-82')
('Y73F8A.26', 'F55A4.7')
('C14B1.12', 'nspb-8')
('F52C6.12', 'F13A2.5')
('C15C6.2', 'Y46G5A.36')
('C09H10.10', 'cht-2')
('T13C5.7', 'C15C7.7')
('mrpl-4', 'F14D7.6')
('T04G9.7', 'srd-19')
('kdp-1', 'srg-26')
('C29E4.13', 'ugt-18')
('ZK185.3', 'ent-4')
('ula-1', 'Y43C5A.4')
('R07D5.2', 'add-1')
('rpn-9', 'slc-17.6')
('sup-17', 'arrd-10')
('nhr-8', 'cpd-1')
('col-103', 'srj-1')
('grl-26', 'Y73B6BL.288')
('mex-5', 'srsx-3')
('M117.3', 'tre-5')
('W05G11.4', 'shn-1')
('T06E6.1', 'M03F8.7')
('Y57A10A.2', 'H43E16.1')
('trap-4', 'T19D12.9')
('sdz-6', 'aat-4')
('his-8', 'F38A5.22')
('dnj-22', 'T19D12.5')
('C33F10.4', 'F13D12.10')
('ril-1', 'Y53G8AR.7')
('F19F10.11', 'xbx-6')
('T10B11.7', 'C50H11.8')
('E01G4.6', 'F16B12.7')
('F10E7.2', 'T05E12.9')
('mrpl-21', 'M176.4')
('ttr-52', 'ZK177.8')
('C39B5.6', 'K02A6.1')
('Y53F4B.21', 'acp-2')
('ugt-31', 'Y52B11A.11')
('T12G3.6', 'C28C12.4')
('F44E7.4', 'Y38H6C.8')
('best-20', 'B0554.7')
('F41B4.3', 'afmd-1')
('Y14H12B.1', 'gnrr-1')
('R02D3.1', 'ttr-40')
('R13H4.5', 'col-158')
('ufc-1', 'pals-31')
('AH10.4', 'gcy-14')
('B0403.5', 'K08C7.6')
('Y105E8A.11', 'gtr-1')
('dnj-9', 'Y67A10A.10')
('xpg-1', 'wee-1.1')
('csn-5', 'Y5H2B.1')
('ztf-8', 'C17F4.12')
('glo-3', 'C07D10.1')
('R02D3.4', 'Y71H2AM.5')
('tat-3', 'nas-29')
('ZK856.16', 'F56D3.1')
('C44C10.4', 'glna-1')
('B0334.4', 'F34H10.4')
('zhit-3', 'srh-118')
('hxk-3', 'btb-20')
('C15H9.5', 'skr-1')
('clec-258', 'mec-4')
('K01G5.10', 'tsp-15')
('Y18D10A.4', 'C32D5.4')
('srgp-1', 'bpnt-1')
('tin-10', 'srh-80')
('par-4', 'F35A5.2')
('F31D5.2', 'R02E12.5')
('ucp-4', 'F36G3.1')
('cyp-13A3', 'irld-40')
('F44F1.4', 'irld-60')
('ned-8', 'Y43C5B.3')
('lgc-54', 'F41G3.5')
('fbxb-112', 'srw-12')
('Y54G2A.11', 'clec-103')
('Y44A6C.1', 'tag-229')
('T22B7.4', 'F16G10.1')
('K07H8.2', 'gly-1')
('Y66D12A.6', 'srh-51')
('Y71A12B.11', 'haly-1')
('M70.4', 'srx-97')
('K02B12.2', 'ppm-2')
('Y52B11A.12', 'C46F2.1')
('asg-1', 'ins-26')
('ooc-3', 'mgl-3')
('R09D1.12', 'F16H6.10')
('F48E8.3', 'C18A11.1')
('str-55', 'cnp-3')
('R09F10.8', 'haf-6')
('K07A12.1', 'srx-56')
('C24G6.8', 'srh-113')
('R05D11.4', 'Y49A3A.4')
('hlh-19', 'M153.5')
('T07F8.4', 'ulp-5')
('C09E7.7', 'Y47G6A.26')
('madf-11', 'skr-10')
('T27A3.7', 'F54D12.9')
('T16H12.4', 'E02H9.2')
('gei-8', 'dct-11')
('klp-15', 'Y75B8A.32')
('Y4C6B.7', 'lin-49')
('F55F10.1', 'clec-72')
('F11C7.6', 'T13C5.6')
('F13E6.5', 'ceh-12')
('W07A12.4', 'F28H6.6')
('dic-1', 'F25H9.2')
('R11D1.1', 'fbxa-115')
('eng-1', 'ser-1')
('C52G5.3', 'srh-68')
('R03E9.2', 'dmd-4')
('atad-3', 'dos-2')
('arl-6', 'VC27A7L.1')
('cpg-2', 'dat-1')
('best-18', 'inx-15')
('gadr-6', 'C48B4.9')
('C01G10.7', 'Y69A2AR.3')
('col-36', 'T04F3.2')
('F54F2.7', 'K08D9.4')
('tbc-6', 'zip-8')
('ced-5', 'F15E6.3')
('F01F1.3', 'gdh-1')
('dnj-3', 'ZC196.5')
('F16B4.5', 'srz-79')
('W10D9.6', 'srd-36')
('klp-16', 'C54G7.1')
('Y75B8A.19', 'him-8')
('spl-1', 'ttm-2')
('Y57G11C.36', 'spe-47')
('Y92H12A.4', 'Y73B6BL.270')
('Y51A2D.7', 'bcat-1')
('Y17G7B.23', 'T06A1.1')
('C03C10.7', 'glt-7')
('let-268', 'T06D8.10')
('cuc-1', 'F15H10.8')
('cox-10', 'fbxa-42')
('nhr-60', 'nphp-4')
('T07D4.2', 'C27C7.1')
('C56E6.7', 'T03D8.6')
('mrp-8', 'arx-7')
('C05D2.8', 'math-40')
('dlat-2', 'K11C4.1')
('T19C3.4', 'T27F6.8')
('C16C8.12', 'skr-3')
('R10H10.7', 'math-3')
('F35H10.5', 'pcca-1')
('Y48G10A.1', 'Y34B4A.8')
('imb-3', 'nas-15')
('acp-5', 'Y45F10B.59')
('F29C6.1', 'C39F7.5')
('F56D1.1', 'nex-1')
('his-29', 'unc-98')
('T08G11.3', 'Y39C12A.9')
('immp-2', 'ech-3')
('T22A3.12', 'ceh-63')
('B0507.9', 'pmp-5')
('wdr-48', 'fbxc-37')
('Y71H2AM.4', 'htp-2')
('B0361.6', 'mxl-3')
('spe-39', 'Y116F11B.13')
('col-176', 'F52A8.3')
('ech-5', 'F53C11.9')
('B0281.5', 'ZK185.1')
('C44E4.5', 'F54E12.2')
('Y49E10.16', 'ZK1320.2')
